ID_SALES,negative,neutral,positive
HD4025A,1,2,0
HD4027A,2,1,0
HD4028A,1,2,0
HD4030T,2,1,0
HD4033T,1,1,1
HD4034A,3,0,0
HD4037A,2,1,0
HD4043A,0,1,3
HD4044T,1,1,1
HD4046A,2,1,0
HD4048A,2,1,0
HD4049A,0,2,1
HD4052A,3,0,0
HD4053A,1,2,0
HD4057A,2,0,1
HD4059A,1,0,2
HD4060A,3,0,0
HD4061A,2,0,2
HD4063A,0,1,2
HD4064A,1,1,1
HD4066A,3,0,0
HD4067T,3,0,0
HD4068A,3,1,0
HD4069A,3,0,0
HD406A,1,1,1
HD4070T,2,0,1
HD4071A,2,0,1
HD4073T,2,0,1
HD4075A,1,1,2
HD4076A,1,0,2
HD4079T,3,0,0
HD4082A,2,0,1
HD4083A,3,0,0
HD4084T,3,0,0
HD4085A,1,2,0
HD4089A,1,1,1
HD4090T,1,2,0
HD4091A,1,2,0
HD4093A,2,0,1
HD4094A,1,0,2
HD4097A,2,0,1
HD4098A,3,0,0
HD40T,2,1,0
HD4101T,0,3,0
HD4102T,3,0,0
HD4104A,2,0,1
HD4105A,3,0,0
HD4107A,2,0,1
HD410A,1,2,0
HD4113A,2,2,0
HD4114A,2,1,0
HD4120A,2,1,0
HD4121A,2,1,0
HD4122A,1,1,1
HD4123A,3,0,0
HD4124A,1,1,1
HD4125T,2,1,0
HD4126A,2,0,1
HD412A,1,0,2
HD4130A,1,1,1
HD4133T,2,0,1
HD4135A,3,0,0
HD4136A,1,1,1
HD4138A,0,1,2
HD413A,3,0,0
HD4140A,3,0,0
HD4143A,3,0,0
HD4144T,3,0,0
HD4147T,1,0,2
HD4148T,1,1,1
HD4149T,2,1,0
HD4150A,2,1,0
HD4153A,1,0,2
HD4154T,2,0,1
HD4156A,1,2,0
HD4158A,1,1,1
HD4160T,2,0,1
HD4163A,3,0,0
HD4164A,3,0,0
HD4165A,3,0,0
HD4166A,3,0,0
HD4169A,1,1,1
HD4172A,2,0,1
HD4173A,1,2,0
HD4176A,3,0,0
HD417A,1,2,0
HD4182A,2,1,0
HD4185A,2,0,1
HD4188A,2,1,0
HD4189A,2,1,0
HD4197A,1,1,1
HD4198A,3,0,0
HD4199A,2,1,0
HD419A,3,0,0
HD41A,1,2,0
HD4206A,2,1,0
HD4208T,2,0,1
HD4209A,2,0,1
HD4210A,1,1,1
HD4212A,3,0,0
HD4216A,1,2,0
HD4217A,2,1,0
HD4218A,3,0,0
HD4219A,1,2,0
HD421A,2,1,0
HD4221A,3,0,0
HD4222A,3,0,0
HD4223A,2,1,0
HD4225A,1,2,0
HD4227A,2,1,0
HD4228A,2,1,0
HD4230A,2,1,0
HD4234A,2,0,1
HD4235A,2,1,0
HD4236A,0,1,2
HD4238A,2,1,1
HD4239A,3,0,0
HD423T,4,0,0
HD4240T,3,0,0
HD4241A,2,1,0
HD4242A,1,1,1
HD4245A,2,1,0
HD4246A,2,0,1
HD4247A,3,0,0
HD424A,2,1,0
HD4252A,2,1,0
HD4253A,3,0,0
HD4254T,0,2,1
HD4255A,2,1,0
HD4256A,1,2,0
HD4257A,2,1,0
HD4258A,1,2,0
HD425T,3,0,0
HD4261T,2,1,0
HD4264A,2,1,0
HD4265A,2,1,0
HD4266A,2,0,1
HD4267A,1,2,0
HD4268A,2,1,0
HD426A,2,1,0
HD4270A,1,1,1
HD4271A,2,1,0
HD4273A,3,0,0
HD4275T,3,0,0
HD4278A,1,2,0
HD427A,3,0,0
HD4280A,2,1,0
HD4282A,0,1,2
HD4284A,0,2,2
HD4285A,0,1,2
HD4288A,3,0,0
HD4289T,2,1,0
HD428A,2,1,0
HD4292A,0,0,3
HD4293T,2,1,0
HD4294T,0,3,0
HD4295A,2,0,1
HD4296A,1,1,1
HD4299A,1,1,1
HD429A,1,1,1
HD4302A,1,0,2
HD4304A,0,0,3
HD4307A,1,2,0
HD4309A,3,1,0
HD4311A,3,1,0
HD4313A,0,3,0
HD4314A,2,1,0
HD4319A,2,0,1
HD431T,2,0,1
HD4320T,1,1,1
HD4321A,2,2,0
HD4322A,1,1,1
HD4324T,2,1,0
HD4325A,2,0,1
HD4329A,1,2,1
HD4331A,2,0,1
HD4332A,3,0,0
HD4333A,2,0,1
HD4335A,1,2,0
HD4337A,1,2,0
HD4338T,0,3,0
HD433T,2,1,0
HD4343A,3,0,0
HD4344A,3,0,0
HD4345A,1,1,1
HD4347A,0,2,1
HD4348A,2,1,0
HD434A,2,0,1
HD4352A,3,0,0
HD4355A,0,2,1
HD4357A,0,2,1
HD4358A,3,0,0
HD4359A,1,2,0
HD435A,2,1,0
HD4360T,1,1,1
HD4361A,1,2,0
HD4362A,1,2,0
HD4363A,1,1,1
HD4364A,2,1,0
HD4366A,1,1,1
HD4368A,3,0,0
HD4371A,1,1,1
HD4372T,2,1,0
HD4373A,1,2,0
HD4374T,1,2,0
HD4375A,0,3,0
HD4378A,1,2,1
HD4379A,0,2,1
HD437A,1,1,1
HD4380A,0,2,1
HD4384A,2,1,0
HD4386A,1,1,1
HD4387A,1,0,3
HD4388A,2,1,0
HD4392A,2,1,0
HD4393A,3,1,0
HD4394A,2,1,0
HD4395T,1,2,0
HD4398A,2,0,1
HD439A,1,2,0
HD43A,1,2,0
HD4402A,1,2,0
HD4403T,0,3,0
HD4404A,1,2,0
HD440A,0,3,0
HD4411A,1,1,1
HD4412A,2,1,0
HD4414A,1,2,0
HD4416A,3,0,0
HD4419T,2,1,0
HD441T,1,2,1
HD4420A,1,1,1
HD4421A,3,0,0
HD4422A,1,3,0
HD4424T,0,2,1
HD4429A,1,1,1
HD442A,2,1,0
HD4431T,3,1,0
HD4434T,2,1,0
HD4435A,0,3,1
HD4436A,2,1,0
HD443A,1,2,0
HD4440A,3,0,0
HD4441A,3,0,0
HD4445A,1,1,1
HD4450A,1,2,0
HD4452A,0,2,2
HD4453A,0,3,0
HD4456A,0,3,0
HD4458A,1,2,0
HD445A,3,0,0
HD4466T,2,1,0
HD4467A,2,0,1
HD4469A,0,2,1
HD446A,3,0,0
HD4470A,2,1,0
HD4471A,4,0,0
HD4472A,0,2,1
HD4474A,2,0,1
HD4480A,1,1,1
HD4481A,2,1,0
HD4483A,2,0,1
HD4487A,0,1,2
HD4488T,1,3,0
HD4489A,1,2,0
HD4492T,0,2,1
HD4498A,2,0,1
HD4499A,2,1,0
HD4500A,2,1,0
HD4505A,1,1,1
HD4509A,0,3,0
HD4510T,1,2,0
HD4511A,2,2,0
HD4515A,2,1,0
HD4516A,2,1,0
HD4517A,3,0,0
HD4520A,3,0,0
HD4521A,3,1,0
HD4525A,0,2,1
HD4527A,1,1,1
HD4528A,2,1,0
HD4529A,1,2,0
HD452A,3,0,0
HD4537A,2,1,0
HD453A,0,2,1
HD4540A,2,1,0
HD4541A,0,2,1
HD4544T,0,3,0
HD4548A,1,2,0
HD454A,1,0,2
HD4550T,1,1,1
HD4551A,0,3,0
HD4552A,1,2,0
HD4559A,1,2,0
HD4561A,2,1,0
HD4566A,3,0,0
HD4567A,2,1,0
HD456A,1,1,1
HD4570T,2,1,0
HD4571A,3,0,0
HD4575A,1,2,0
HD4576A,1,2,0
HD457A,2,0,1
HD4580A,1,2,0
HD4585A,2,1,1
HD4586A,0,2,1
HD4588A,3,0,0
HD4589A,2,1,0
HD458A,1,2,0
HD4592A,2,0,1
HD4597A,0,3,0
HD4598A,1,2,0
HD45A,1,1,1
HD4606A,2,1,0
HD4608T,0,3,0
HD4609A,3,1,0
HD460A,1,2,0
HD4610T,2,1,0
HD4612A,2,1,0
HD4616A,1,1,1
HD4617A,3,0,0
HD4618A,1,1,1
HD461A,0,3,0
HD4621A,1,2,0
HD4623T,1,1,1
HD4628A,2,1,0
HD4629A,1,0,2
HD462A,1,2,0
HD4630T,1,2,0
HD4632A,2,1,0
HD4633A,3,0,0
HD4639A,2,0,1
HD4642T,2,1,1
HD4645A,2,2,0
HD4646A,1,2,0
HD4648A,2,1,0
HD4649A,1,2,0
HD4650A,1,2,0
HD4654A,1,2,0
HD4656A,3,0,0
HD4657A,1,3,0
HD4658A,1,1,1
HD4659A,0,3,0
HD465A,2,0,1
HD4660A,2,2,0
HD4662A,3,0,0
HD4663T,1,2,0
HD4665A,1,2,0
HD4669A,1,2,0
HD4673A,2,1,0
HD4674A,2,1,0
HD4675A,1,1,1
HD467A,2,1,0
HD4683T,2,1,0
HD4685A,2,1,0
HD4686T,1,2,0
HD4690A,0,3,0
HD4691A,1,3,0
HD4695A,1,2,0
HD4698A,1,2,0
HD4699A,2,1,0
HD46A,2,0,1
HD4700A,2,1,0
HD4701T,2,1,0
HD4703A,1,1,1
HD4710A,1,2,0
HD4711A,1,2,0
HD4712A,1,2,0
HD4715A,2,1,0
HD4716A,2,1,0
HD471A,2,1,0
HD4721A,1,1,1
HD4724B,3,0,0
HD4729T,0,3,0
HD4731A,1,2,0
HD4735A,0,2,1
HD4737T,1,1,1
HD4739A,2,1,0
HD473A,2,1,0
HD4744T,3,1,0
HD4745A,3,0,0
HD4747A,0,3,0
HD4749A,1,2,0
HD474A,2,1,0
HD4750A,1,1,1
HD4751A,3,0,0
HD4753A,0,3,0
HD475A,2,1,0
HD4761A,3,0,0
HD4762A,0,3,0
HD4764A,0,3,1
HD4766A,2,1,0
HD4767T,1,2,0
HD476A,0,0,3
HD4770A,0,3,0
HD4772A,2,1,0
HD4775A,2,1,1
HD4778A,3,0,0
HD4779A,1,2,0
HD4780T,2,1,0
HD4781T,0,2,1
HD4783A,1,1,1
HD4784A,1,1,1
HD4786A,2,0,1
HD4789A,3,0,0
HD4790A,1,2,0
HD4793A,1,2,0
HD4794A,1,2,0
HD4797A,1,0,2
HD4798A,1,2,0
HD4799A,1,1,1
HD4800A,1,1,1
HD4806T,2,0,1
HD4808A,1,2,0
HD480A,2,1,0
HD4813A,1,2,0
HD4814A,1,1,1
HD4816A,2,1,0
HD4818A,2,1,0
HD481A,1,2,0
HD4820A,3,1,0
HD4826A,2,1,0
HD4827T,2,1,0
HD482T,0,3,0
HD4830A,1,2,0
HD4832A,1,2,0
HD4833A,3,0,0
HD4834A,2,0,1
HD4836T,2,0,2
HD483A,0,2,1
HD4841A,3,0,0
HD4845A,1,2,0
HD4846A,1,1,1
HD4847A,0,1,2
HD484A,2,1,0
HD4851A,1,1,1
HD4852A,0,2,1
HD4853A,0,2,1
HD4854T,1,1,1
HD4856A,1,2,0
HD4858A,2,0,1
HD4859A,3,0,0
HD4860T,2,1,0
HD4861T,3,0,0
HD4863A,1,2,0
HD4864A,1,2,0
HD4866A,1,2,0
HD4869A,2,1,0
HD4870A,3,0,0
HD4872A,0,2,1
HD4874A,2,1,0
HD4877A,1,1,1
HD4880T,1,2,0
HD4881A,2,1,0
HD4884A,1,2,0
HD4885A,2,1,0
HD4888A,1,2,0
HD4889T,1,2,0
HD488A,1,1,1
HD4890A,3,1,0
HD4893T,1,2,0
HD4894A,2,1,0
HD4895A,2,1,1
HD4896A,2,1,0
HD4897A,0,1,2
HD4899A,3,0,0
HD4901A,1,0,2
HD4902A,2,0,1
HD4904T,2,1,0
HD4905A,2,0,1
HD4908A,1,1,1
HD490A,1,0,2
HD4912A,0,1,2
HD4913A,2,1,0
HD4914A,2,2,0
HD4915T,2,1,0
HD4916A,1,2,0
HD4917A,2,1,0
HD4918T,3,0,0
HD4920A,3,0,0
HD4922T,2,1,0
HD4923A,1,2,0
HD4925A,0,2,1
HD492A,1,1,1
HD4932A,1,2,0
HD4934A,3,0,0
HD4936A,2,0,1
HD4938A,3,0,0
HD4939A,2,1,0
HD4940A,2,1,0
HD4941A,3,0,0
HD4943A,1,2,0
HD4945A,3,0,0
HD4946T,0,2,1
HD4949A,3,0,0
HD4952A,2,1,0
HD4953A,3,0,0
HD4955A,2,1,0
HD4957A,1,2,0
HD4958A,3,0,0
HD4959A,3,0,0
HD4960T,3,0,0
HD4961A,0,3,0
HD4962A,3,0,0
HD4963A,2,0,1
HD4965T,1,2,0
HD4966A,0,2,1
HD4967A,1,2,0
HD4968T,1,2,0
HD4969A,1,2,0
HD4970T,2,1,0
HD4972A,1,2,0
HD4974A,1,1,1
HD4977A,1,1,1
HD4979A,3,0,0
HD497A,2,1,0
HD4980A,2,1,0
HD4982T,2,0,1
HD4986A,2,0,1
HD4987T,1,2,0
HD4989A,3,0,0
HD4990T,3,0,0
HD4993A,3,0,0
HD4994T,2,1,0
HD4995A,2,1,0
HD4997A,1,1,1
HD4998A,1,2,0
HD499A,1,2,0
HD49A,2,0,1
HD5001A,1,2,0
HD5002A,0,2,1
HD5004A,3,0,0
HD5005A,3,0,0
HD5006A,2,1,0
HD5008A,1,2,0
HD5012A,3,0,0
HD5014T,2,2,0
HD504A,1,1,1
HD505T,1,0,2
HD509A,2,0,2
HD50A,3,0,0
HD510A,1,2,0
HD517T,1,2,0
HD522A,1,2,0
HD523A,1,2,0
HD524A,1,2,0
HD526A,1,2,0
HD527A,2,0,1
HD532A,2,1,0
HD534A,2,1,0
HD535A,2,1,0
HD538A,1,2,0
HD539A,2,1,0
HD53A,2,0,1
HD549A,2,1,0
HD550A,3,0,0
HD552A,1,2,0
HD554B,1,1,1
HD557A,3,0,0
HD55A,3,0,0
HD560T,1,2,0
HD561A,0,3,0
HD562T,0,3,0
HD563T,3,0,0
HD565A,1,1,1
HD566A,0,2,1
HD572A,1,1,1
HD573A,2,1,0
HD575A,3,0,0
HD576A,2,0,1
HD577A,1,1,1
HD578A,3,0,0
HD57A,2,1,0
HD583A,0,2,1
HD586A,1,2,0
HD587A,2,1,0
HD588A,2,2,0
HD58A,1,2,0
HD590A,2,1,0
HD591A,2,1,0
HD592A,1,1,1
HD593A,2,1,0
HD595A,1,0,2
HD597A,2,1,0
HD598A,1,2,0
HD599A,3,0,0
HD600A,0,1,2
HD602A,1,2,0
HD605A,1,0,2
HD606A,1,1,1
HD610A,0,2,1
HD611A,3,0,0
HD612A,1,2,0
HD613T,2,1,0
HD614A,1,2,0
HD615T,2,1,0
HD618A,1,2,0
HD619A,3,0,0
HD623A,1,2,0
HD624A,1,2,0
HD626A,3,0,0
HD627A,1,2,0
HD629A,1,2,0
HD630T,3,0,0
HD633T,2,1,0
HD634A,0,3,0
HD635A,2,1,0
HD636A,1,2,0
HD638A,2,1,0
HD640A,1,2,1
HD641A,2,1,0
HD642A,2,1,0
HD643A,1,1,1
HD646T,1,1,1
HD648A,2,1,0
HD649A,3,0,0
HD64A,0,3,0
HD650A,3,0,0
HD651A,1,2,0
HD652A,1,1,1
HD656A,1,3,0
HD657A,3,0,0
HD659A,1,1,1
HD65A,0,3,0
HD662A,2,1,0
HD663T,1,1,1
HD665A,1,1,1
HD666A,2,1,0
HD669A,3,0,0
HD673T,1,2,0
HD674A,1,0,2
HD675A,2,0,1
HD676A,1,1,1
HD677A,2,0,1
HD678A,0,1,2
HD679A,3,0,0
HD67A,2,1,0
HD680A,1,2,0
HD682A,2,1,0
HD683A,2,1,0
HD684T,1,2,0
HD685A,3,0,1
HD686A,1,0,2
HD687A,3,0,0
HD688A,3,0,0
HD68T,2,1,0
HD690A,2,0,1
HD693A,0,2,1
HD695A,1,1,1
HD696A,3,0,0
HD698A,2,1,0
HD69T,2,0,1
HD703A,0,2,1
HD704A,2,1,0
HD705A,3,0,0
HD707A,1,2,0
HD70A,2,1,0
HD710A,0,3,0
HD711A,3,0,0
HD713T,1,1,1
HD714A,3,0,0
HD716A,0,1,2
HD717A,2,1,0
HD71A,3,0,0
HD722A,1,2,0
HD723T,1,2,0
HD726A,2,1,0
HD727A,1,2,0
HD728A,3,0,0
HD729T,1,2,0
HD72A,1,1,1
HD732A,1,1,1
HD733T,2,1,0
HD735A,1,2,0
HD736A,1,2,0
HD737A,1,1,1
HD738A,2,0,1
HD739A,1,1,1
HD73T,1,2,0
HD740T,1,3,0
HD743A,2,1,0
HD745T,2,1,0
HD748T,1,1,1
HD74A,1,2,0
HD750A,3,0,0
HD751A,2,1,0
HD752A,2,1,0
HD753A,3,0,0
HD757A,3,0,0
HD758A,3,0,0
HD759A,1,2,0
HD75A,1,2,0
HD761A,3,0,0
HD763A,1,2,0
HD765A,0,3,0
HD770T,2,1,0
HD771A,1,0,2
HD772T,1,1,1
HD774T,2,0,1
HD776A,0,3,0
HD777A,3,0,0
HD778A,3,0,0
HD779A,2,0,1
HD780A,1,2,0
HD783A,1,3,0
HD784A,3,0,0
HD786A,3,0,0
HD787T,2,1,0
HD788A,0,2,1
HD78T,2,1,0
HD792T,2,0,1
HD794A,1,2,0
HD797A,2,0,1
HD798T,0,3,0
HD799T,3,0,0
HD79A,1,1,1
HD7A,0,1,2
HD801A,2,1,0
HD802T,4,0,0
HD806T,0,3,0
HD807A,3,0,0
HD810A,3,0,0
HD811A,1,2,0
HD812A,1,1,2
HD813A,1,1,1
HD815A,2,1,0
HD816A,1,2,0
HD817A,2,0,1
HD819A,3,0,0
HD81A,2,1,0
HD821T,2,2,0
HD822A,2,1,1
HD823T,2,1,0
HD824A,3,0,0
HD827T,3,0,0
HD828A,1,2,0
HD829A,2,0,1
HD830A,1,2,1
HD831A,1,2,0
HD832B,3,0,0
HD834T,3,0,0
HD835A,0,2,1
HD837A,2,0,1
HD83A,2,1,0
HD841A,3,0,0
HD844A,2,0,1
HD846A,0,2,1
HD847T,0,2,1
HD848A,2,0,1
HD849T,1,1,1
HD851A,3,0,0
HD853A,1,2,0
HD856A,2,2,0
HD859A,3,0,0
HD861A,2,0,1
HD864A,2,1,0
HD865A,3,0,0
HD867A,1,1,1
HD868A,1,2,0
HD871A,2,1,0
HD872A,2,0,1
HD873A,3,0,0
HD874A,3,0,0
HD875A,1,2,0
HD877A,2,1,0
HD87A,1,1,1
HD881A,3,0,0
HD882A,2,1,0
HD884A,1,1,1
HD885A,1,1,1
HD887A,1,2,0
HD888T,1,2,0
HD889A,2,0,1
HD88A,3,0,0
HD891A,3,0,0
HD892A,3,0,0
HD893A,3,0,0
HD895A,1,2,0
HD899A,0,2,1
HD902T,1,1,1
HD904A,0,3,0
HD908A,1,2,0
HD910A,3,0,0
HD911A,3,0,0
HD912A,2,0,1
HD913A,0,3,0
HD914A,3,0,0
HD915A,2,1,0
HD916A,1,1,1
HD917A,3,1,0
HD919A,0,2,1
HD91T,2,1,0
HD926A,4,0,0
HD927A,2,1,0
HD929A,3,0,0
HD930A,3,0,0
HD933A,1,1,1
HD934A,1,2,0
HD935A,2,0,1
HD936T,1,1,1
HD937A,1,2,0
HD938A,3,0,0
HD942T,0,2,1
HD945A,0,2,1
HD948T,1,1,1
HD949T,1,2,0
HD951A,3,0,0
HD956A,3,0,0
HD959A,0,2,1
HD95A,3,0,0
HD962T,2,1,0
HD963T,3,0,0
HD964A,2,0,1
HD965T,1,2,0
HD967A,1,2,0
HD96A,2,0,1
HD970A,2,1,0
HD974A,3,0,0
HD976A,1,1,1
HD977A,2,1,0
HD980A,2,1,0
HD981A,1,1,1
HD984A,0,2,1
HD986A,1,2,0
HD989A,1,1,1
HD990A,1,2,1
HD992A,2,1,0
HD996T,1,1,1
HD997T,0,1,2
HD998A,2,1,0
HD999A,0,1,2
HD99T,1,1,1
HF1260T,2,1,0
HF1271A,2,1,0
HF2135A,1,1,1
HF238A,0,2,1
HF2573T,2,0,1
HF2981T,2,0,1
HF3486T,1,2,0
HF3491A,2,0,1
HF3841A,2,2,0
HF4237A,3,0,0
HF4596A,1,2,0
HG1383A,3,0,0
HG1559A,1,2,0
HG1646A,1,2,0
HG1702A,2,0,1
HG1802A,2,1,0
HG185A,3,0,0
HG192A,3,0,0
HG2037A,0,3,0
HG2088A,1,2,1
HG209T,0,2,1
HG2354A,1,2,0
HG2450T,2,1,0
HG2526A,0,3,0
HG2676T,0,2,1
HG2757A,2,1,0
HG2823A,3,0,0
HG284T,0,2,1
HG288T,2,1,0
HG3048T,1,2,0
HG3123A,1,1,2
HG3180A,2,2,0
HG3222T,1,1,1
HG3323T,3,0,0
HG3382A,0,2,1
HG341A,0,3,0
HG3424T,1,1,1
HG3459T,1,1,1
HG3507A,2,1,0
HG3855A,0,2,2
HG3977A,0,3,0
HG4087A,2,1,0
HG409A,2,1,0
HG4161T,3,0,0
HG4207A,0,3,0
HG4251T,0,2,1
HG4279A,1,2,0
HG4382A,3,0,0
HG4593A,1,1,1
HG4603T,1,1,1
HG4677A,1,2,0
HG4803T,1,1,1
HG4831A,0,1,2
HG628A,1,2,0
HG767A,3,0,0
HG886T,1,2,0
HG89A,0,3,0
HH1103A,3,0,0
HH196A,2,1,0
HH2324A,3,0,0
HH3042A,3,1,0
HH4018A,3,0,0
HH795A,2,1,0
HIS1055T,1,1,1
HIS1871T,3,0,0
HIS301T,1,1,2
HIS3173T,3,0,0
HIS3511T,0,3,0
HIS4353T,3,1,0
HIS4501T,1,1,1
HIS501T,2,1,0
HN1020A,2,1,0
HN1035A,1,2,0
HN103A,2,2,0
HN1048A,3,0,0
HN1111A,3,0,0
HN1160A,2,1,0
HN1197A,3,0,0
HN1216A,1,2,0
HN1238T,2,2,0
HN1286A,3,0,0
HN1345A,3,0,0
HN1377A,2,1,0
HN1429A,1,2,0
HN1524A,1,2,0
HN1574T,3,0,0
HN179A,3,0,0
HN1903A,1,1,1
HN1906A,2,1,0
HN191A,2,1,0
HN1930A,2,1,0
HN1941T,0,3,0
HN198A,2,1,0
HN1993A,1,1,1
HN2023A,2,1,0
HN2028T,1,1,1
HN2048A,0,3,0
HN2052A,1,1,1
HN2071A,0,1,2
HN2155A,1,2,0
HN2179A,1,1,1
HN2213A,2,1,0
HN2220A,0,3,0
HN2296A,3,0,0
HN2334A,1,2,0
HN2417A,1,2,0
HN2431A,0,2,1
HN2451T,0,3,0
HN2459A,2,1,0
HN2482A,1,2,0
HN2514A,2,1,0
HN2522A,2,1,0
HN2530A,0,1,2
HN2548B,0,2,1
HN2550A,1,1,1
HN257A,2,1,0
HN2594A,2,1,1
HN2595A,2,1,0
HN259T,2,0,1
HN2629A,3,0,0
HN2729A,1,2,0
HN2745A,3,0,0
HN2746T,1,2,0
HN2755A,1,2,1
HN2758A,1,1,1
HN2797A,2,1,0
HN2819A,0,3,0
HN2862T,1,1,1
HN2941A,1,2,0
HN2964A,2,1,0
HN304A,1,2,0
HN3065A,3,0,0
HN3092A,3,0,0
HN3154A,2,1,0
HN316A,1,1,1
HN3205A,1,1,1
HN3244A,0,2,1
HN3249A,1,2,0
HN3257A,3,0,0
HN32T,1,2,0
HN3340A,0,2,1
HN3349A,2,1,0
HN3429A,3,0,0
HN3494T,3,0,0
HN3509A,3,0,0
HN3526A,0,3,0
HN3638T,3,0,0
HN3705A,1,2,0
HN3706A,2,1,0
HN3709A,1,1,1
HN3745A,3,0,0
HN3762A,2,1,0
HN3799A,0,3,0
HN3801A,2,1,0
HN3847A,2,1,0
HN3865A,2,1,0
HN3890T,3,0,0
HN3923A,0,1,2
HN4042A,2,1,0
HN4054A,1,2,0
HN407A,2,0,1
HN416A,2,0,1
HN4177A,3,0,0
HN4178A,2,1,0
HN4276A,3,1,0
HN432A,2,1,0
HN4354A,3,0,0
HN4370A,3,0,0
HN438T,1,2,0
HN4408A,3,0,0
HN444A,3,0,0
HN4464T,3,0,0
HN4477A,3,0,0
HN4485A,2,0,1
HN4497A,0,2,1
HN4543A,2,1,0
HN4573A,3,0,0
HN4634A,2,0,1
HN4696A,1,2,0
HN472A,3,0,0
HN4743A,2,2,0
HN4777A,1,1,1
HN4785T,3,0,0
HN4819A,3,0,0
HN4842A,3,0,0
HN4900A,3,0,0
HN4928A,2,0,1
HN503A,3,0,0
HN518T,2,1,0
HN543A,1,2,0
HN585A,1,2,0
HN589A,1,2,0
HN653A,2,1,0
HN700B,1,2,0
HN719A,4,0,0
HN756T,2,2,0
HN775A,2,1,0
HN818A,4,0,0
HN866A,3,0,0
HO1166T,3,0,0
HO2003A,2,1,0
HO2082A,0,2,1
HO2336A,3,0,0
HO23A,0,1,2
HO2433A,0,3,0
HO273A,3,0,0
HO2766A,3,1,0
HO2842T,3,0,0
HO2843T,2,1,0
HO2876A,3,0,0
HO3513A,2,0,2
HO3652A,0,2,1
HO3926A,3,0,0
HO3932T,1,1,1
HO4050A,1,2,0
HO4539A,2,0,1
HO4765A,0,3,0
HO4892A,2,1,0
HO582A,3,0,0
HP1287T,1,1,1
HP1508T,1,1,1
HP2040T,1,1,1
HP236T,2,1,0
HP405T,1,2,0
HP850T,0,3,0
HS1021A,2,1,1
HS1054A,1,2,0
HS1063A,1,1,1
HS1088A,2,0,1
HS1090A,1,1,1
HS1149A,1,2,0
HS1175A,2,0,1
HS1200A,1,2,1
HS120A,3,0,0
HS1218A,2,1,0
HS1234A,2,1,0
HS1250A,3,0,0
HS1257A,3,0,0
HS1272A,1,2,0
HS1289A,2,1,0
HS1290A,1,1,1
HS1316A,2,1,0
HS1317A,0,1,2
HS1330A,0,2,1
HS135A,1,1,1
HS1376A,3,0,0
HS1389A,3,0,0
HS1401A,1,1,1
HS144A,3,0,0
HS1464A,2,1,0
HS147A,3,0,0
HS1506A,3,0,0
HS1512A,1,1,1
HS1530A,3,0,0
HS1555A,1,0,2
HS1566A,1,1,1
HS1575A,2,1,0
HS1594A,3,0,0
HS1596A,3,0,0
HS159A,0,3,0
HS1624A,2,1,0
HS1649A,2,0,1
HS1664A,2,1,0
HS1683A,1,2,0
HS1699A,2,1,0
HS16A,2,1,0
HS1715A,0,2,1
HS1717A,2,1,0
HS172A,1,2,0
HS1730A,2,1,0
HS1732A,0,3,0
HS1753A,2,1,0
HS1756A,1,1,1
HS1766A,0,3,0
HS1774A,3,0,0
HS1780A,2,1,0
HS1790A,3,0,0
HS1825A,2,1,0
HS1829A,2,1,0
HS1879A,0,3,0
HS1891A,3,0,0
HS1913A,1,0,2
HS1973A,1,1,1
HS1983A,1,1,1
HS1995A,0,2,1
HS2013A,0,3,0
HS2047A,3,0,0
HS2054A,3,0,0
HS2059T,1,2,0
HS2120A,3,0,0
HS2183A,2,1,0
HS2185A,0,2,1
HS218A,3,0,0
HS2193A,0,2,1
HS2224A,1,2,0
HS2228A,1,2,0
HS2239A,2,1,0
HS2280A,1,2,0
HS2302A,2,1,0
HS2321A,2,2,0
HS2335A,2,1,0
HS2355A,3,1,0
HS2359A,2,1,0
HS2371A,2,1,0
HS2390A,2,0,1
HS2407A,0,2,1
HS2412A,1,2,0
HS2425A,2,1,0
HS2445A,2,1,0
HS245A,1,2,0
HS2480A,1,1,1
HS2499A,1,1,1
HS251A,1,2,1
HS2539A,2,1,0
HS2604A,3,0,0
HS2612A,3,0,0
HS2620A,2,0,1
HS2621A,0,3,0
HS2657A,2,1,0
HS265A,1,3,0
HS2675A,2,1,0
HS2694A,3,0,0
HS2715A,3,0,0
HS2727A,0,3,0
HS2730A,3,0,0
HS2749A,3,0,0
HS2750A,3,0,0
HS2759A,2,1,0
HS2781A,2,1,0
HS2793A,1,2,0
HS2820A,1,2,0
HS2846A,2,1,0
HS2854A,1,2,0
HS290A,1,2,0
HS2929A,1,2,0
HS2950A,0,3,0
HS2973A,1,2,0
HS2988A,3,0,0
HS2999A,3,0,0
HS3038A,3,0,0
HS3067A,1,2,0
HS3069A,1,2,1
HS3090A,3,0,0
HS3111A,3,0,0
HS3117A,0,3,0
HS3136A,3,0,0
HS3189A,0,3,0
HS3200A,2,0,1
HS3206A,2,1,0
HS3214A,3,0,0
HS322A,2,1,0
HS3285A,2,1,0
HS3302A,1,2,0
HS3307A,0,2,1
HS3308T,2,1,0
HS3352A,2,1,0
HS3380A,2,0,1
HS3391A,1,1,1
HS3393A,1,1,1
HS3411A,1,0,2
HS3432A,1,2,0
HS3464A,2,1,0
HS3467A,3,0,0
HS3485A,1,2,0
HS3487A,1,0,2
HS3492A,2,1,0
HS3495A,3,0,0
